Time,Entropy
2490,2.75711
2500,2.76411
2510,2.78156
2520,2.80145
2530,2.8236
2540,2.84664
2550,2.86456
2560,2.86447
2570,2.87733
2580,2.88366
2590,2.89765
2600,2.9067
2610,2.90754
2620,2.93287
2630,2.95732
2640,2.97419
2650,2.99016
2660,3.00122
2670,3.01272
2680,3.02612
2690,3.03082
2700,3.04737
2710,3.04822
2720,3.05539
2730,3.05479
2740,3.06231
2750,3.06544
2760,3.05747
2770,3.04885
2780,3.04726
2790,3.04929
2800,3.04824
2810,3.04952
2820,3.05324
2830,3.07057
2840,3.09474
2850,3.10745
2860,3.12317
2870,3.13982
2880,3.15672
2890,3.16362
2900,3.18555
2910,3.19588
2920,3.19972
2930,3.21803
2940,3.2234
2950,3.23825
2960,3.26186
2970,3.28431
2980,3.29432
2990,3.30283
3000,3.32131
3010,3.32978
3020,3.33372
3030,3.34504
3040,3.34992
3050,3.35457
3060,3.36674
3070,3.37277
3080,3.38801
3090,3.3913
3100,3.40248
3110,3.40488
3120,3.3984
3130,3.40632
3140,3.40638
3150,3.41122
3160,3.41453
3170,3.42019
3180,3.42493
3190,3.42198
3200,3.42309
3210,3.42202
3220,3.41497
3230,3.41724
3240,3.41537
3250,3.41
3260,3.40133
3270,3.38889
3280,3.37894
3290,3.36796
3300,3.36528
3310,3.36432
3320,3.3539
3330,3.33639
3340,3.31886
3350,3.30333
3360,3.29349
3370,3.26452
3380,3.22754
3390,3.1789
3400,3.13615
3410,3.11528
3420,3.10863
3430,3.0947
3440,3.0821
3450,3.13087
3460,3.14685
3470,3.17659
3480,3.19771
3490,3.2372
3500,3.25626
3510,3.27904
3520,3.30405
3530,3.33538
3540,3.35816
3550,3.37521
3560,3.38218
3570,3.37063
3580,3.36371
3590,3.35636
3600,3.34205
3610,3.32163
3620,3.29674
3630,3.28104
3640,3.26017
3650,3.25142
3660,3.23312
3670,3.20754
3680,3.1996
3690,3.19113
3700,3.19467
3710,3.17685
3720,3.16967
3730,3.16663
3740,3.16934
3750,3.17364
3760,3.18415
3770,3.20139
3780,3.19533
3790,3.17796
3800,3.17832
3810,3.18132
3820,3.18122
3830,3.18828
3840,3.19649
3850,3.20077
3860,3.22057
3870,3.22681
3880,3.23496
3890,3.24374
3900,3.24828
3910,3.2655
3920,3.26792
3930,3.27309
3940,3.27031
3950,3.27237
3960,3.27124
3970,3.26472
3980,3.26248
3990,3.25764
4000,3.23848
4010,3.21799
4020,3.20007
4030,3.19275
4040,3.17741
4050,3.12708
4060,3.13113
4070,3.12724
4080,3.09679
4090,3.08694
4100,3.07556
4110,3.10533
4120,3.13318
4130,3.2049
4140,3.2313
4150,3.26105
4160,3.28661
4170,3.3114
4180,3.331
4190,3.34865
4200,3.36627
4210,3.36559
4220,3.35447
4230,3.34267
4240,3.32664
4250,3.31729
4260,3.30478
4270,3.29476
4280,3.29219
4290,3.289
4300,3.28173
4310,3.28807
4320,3.27729
4330,3.28421
4340,3.26644
4350,3.25155
4360,3.24005
4370,3.24293
4380,3.23254
4390,3.2418
4400,3.24221
4410,3.23862
4420,3.22952
4430,3.25431
4440,3.26591
4450,3.25004
4460,3.25231
4470,3.25491
4480,3.29677
4490,3.30182
4500,3.33885
4510,3.34063
4520,3.33257
4530,3.33267
4540,3.32448
4550,3.31816
4560,3.30855
4570,3.2992
4580,3.2917
4590,3.28403
4600,3.27854
4610,3.2831
4620,3.29166
4630,3.28647
4640,3.28639
4650,3.28261
4660,3.28714
4670,3.29093
4680,3.28531
4690,3.28282
4700,3.28543
4710,3.28774
4720,3.28962
4730,3.29175
4740,3.29939
4750,3.30622
4760,3.31294
4770,3.32755
4780,3.34011
4790,3.34371
4800,3.34397
4810,3.34508
4820,3.33753
4830,3.33746
4840,3.33248
4850,3.3205
4860,3.31547
4870,3.31086
4880,3.30546
4890,3.29835
4900,3.30209
4910,3.3093
4920,3.30853
4930,3.30254
4940,3.30608
4950,3.30575
4960,3.2974
4970,3.30262
4980,3.29457
4990,3.29907
5000,3.30685
5010,3.30736
5020,3.32006
5030,3.32217
5040,3.32656
5050,3.32908
5060,3.33316
5070,3.33194
5080,3.33445
5090,3.34823
5100,3.36346
5110,3.36939
5120,3.36678
5130,3.35935
5140,3.3578
5150,3.35834
5160,3.34712
5170,3.33344
5180,3.31967
5190,3.29224
5200,3.27538
5210,3.23702
5220,3.17609
5230,3.1608
5240,3.13979
5250,3.11675
5260,3.09524
5270,3.06517
5280,3.06254
5290,3.09528
5300,3.11229
5310,3.12723
5320,3.14862
5330,3.17309
5340,3.21448
5350,3.25631
5360,3.27805
5370,3.29501
5380,3.30969
5390,3.32424
5400,3.33907
5410,3.34176
5420,3.34771
5430,3.34618
5440,3.34701
5450,3.353
5460,3.34892
5470,3.34987
5480,3.33291
5490,3.3211
5500,3.29798
5510,3.27344
5520,3.22275
5530,3.19133
5540,3.16246
5550,3.16137
5560,3.15594
5570,3.15814
5580,3.16967
5590,3.18986
5600,3.20016
5610,3.22606
5620,3.2482
5630,3.2621
5640,3.27938
5650,3.2785
5660,3.28036
5670,3.27854
5680,3.27933
5690,3.27327
5700,3.28421
5710,3.27668
5720,3.26242
5730,3.25078
5740,3.24564
5750,3.23608
5760,3.22434
5770,3.21778
5780,3.21233
5790,3.20617
5800,3.21061
5810,3.2116
5820,3.20727
5830,3.20089
5840,3.18691
5850,3.16918
5860,3.15366
5870,3.14513
5880,3.1371
5890,3.13024
5900,3.12905
5910,3.13244
5920,3.12925
5930,3.1302
5940,3.14226
5950,3.16934
5960,3.19945
5970,3.21628
5980,3.23575
5990,3.25046
6000,3.29094
6010,3.28692
6020,3.28412
6030,3.2901
6040,3.27789
6050,3.2876
6060,3.27207
6070,3.25202
6080,3.23652
6090,3.23315
6100,3.26018
6110,3.28958
6120,3.28517
6130,3.30317
6140,3.32791
6150,3.33388
6160,3.33964
6170,3.32949
6180,3.33061
6190,3.33385
6200,3.33567
6210,3.33389
6220,3.3622
6230,3.36209
6240,3.34918
6250,3.32855
6260,3.31088
6270,3.29219
6280,3.28292
6290,3.29047
6300,3.29331
6310,3.30234
6320,3.3161
6330,3.3137
6340,3.31237
6350,3.30654
6360,3.29571
6370,3.27837
6380,3.24177
6390,3.18454
6400,3.13646
6410,3.09943
6420,3.03449
6430,3.03769
6440,3.00735
6450,2.98726
6460,2.98356
6470,2.9539
6480,2.96012
6490,3.00117
6500,3.00348
6510,3.00131
6520,2.99963
6530,2.99885
6540,2.99155
6550,3.00839
6560,3.04034
6570,3.05929
6580,3.07562
6590,3.111
6600,3.12499
6610,3.13396
6620,3.13626
6630,3.1369
6640,3.13406
6650,3.1279
6660,3.1332
6670,3.13533
6680,3.13538
6690,3.13289
6700,3.12907
6710,3.11054
6720,3.08685
6730,3.07944
6740,3.09256
6750,3.11633
6760,3.13986
6770,3.17835
6780,3.16983
6790,3.20877
6800,3.23027
6810,3.25564
6820,3.26295
6830,3.27685
6840,3.28119
6850,3.27717
6860,3.27833
6870,3.28701
6880,3.28895
6890,3.28909
6900,3.27926
6910,3.2664
6920,3.25614
6930,3.26356
6940,3.27592
6950,3.2687
6960,3.25341
6970,3.2388
6980,3.22575
6990,3.23108
7000,3.22429
7010,3.22242
7020,3.17828
7030,3.15891
7040,3.11529
7050,3.10439
7060,3.08077
7070,3.0663
7080,3.07857
7090,3.06797
7100,3.04962
7110,3.04679
7120,3.04094
7130,3.04917
7140,3.06787
7150,3.07444
7160,3.09181
7170,3.12398
7180,3.14207
7190,3.15364
7200,3.17045
7210,3.17615
7220,3.18218
7230,3.18466
7240,3.19269
7250,3.18811
7260,3.16681
7270,3.14609
7280,3.15189
7290,3.13556
7300,3.11382
7310,3.09191
7320,3.06513
7330,3.07032
7340,3.08168
7350,3.08647
7360,3.08247
7370,3.06862
7380,3.07782
7390,3.09126
7400,3.11697
7410,3.13899
7420,3.15883
7430,3.1616
7440,3.15986
7450,3.16236
7460,3.16415
7470,3.17274
7480,3.18313
7490,3.19414
7500,3.19696
7510,3.18535
7520,3.18105
7530,3.1676
7540,3.15996
7550,3.16054
7560,3.15372
7570,3.14949
7580,3.14135
7590,3.13954
7600,3.1292
7610,3.12241
7620,3.11826
7630,3.10529
7640,3.10189
7650,3.07838
7660,3.05874
7670,3.05472
7680,3.05978
7690,3.09391
7700,3.12436
7710,3.15543
7720,3.16571
7730,3.1827
7740,3.2043
7750,3.21847
7760,3.2412
7770,3.25844
7780,3.2782
7790,3.30231
7800,3.32204
7810,3.34284
7820,3.35148
7830,3.35164
7840,3.34538
7850,3.3317
7860,3.34272
7870,3.34458
7880,3.34009
7890,3.31716
7900,3.30264
7910,3.3024
7920,3.29289
7930,3.26873
7940,3.24353
7950,3.24681
7960,3.24117
7970,3.23492
7980,3.2429
7990,3.25518
8000,3.25803
8010,3.26225
8020,3.28225
8030,3.27156
8040,3.29344
8050,3.31349
8060,3.32024
8070,3.31831
8080,3.31821
8090,3.32639
8100,3.33873
8110,3.35225
8120,3.35603
8130,3.36649
8140,3.36362
8150,3.34821
8160,3.34173
8170,3.33527
8180,3.32611
8190,3.33218
8200,3.33487
8210,3.33311
8220,3.32236
8230,3.30067
8240,3.27105
8250,3.23938
8260,3.19461
8270,3.157
8280,3.12149
8290,3.10114
8300,3.08903
8310,3.06994
8320,3.10296
8330,3.11597
8340,3.1199
8350,3.12493
8360,3.12785
8370,3.12336
8380,3.14321
8390,3.16589
8400,3.16322
8410,3.15986
8420,3.15084
8430,3.14873
8440,3.14896
8450,3.11551
8460,3.09258
8470,3.08036
8480,3.08695
8490,3.10401
8500,3.10729
8510,3.11226
8520,3.10296
8530,3.09331
8540,3.09009
8550,3.10252
8560,3.10362
8570,3.10384
8580,3.08776
8590,3.10494
8600,3.12721
8610,3.14507
8620,3.16316
8630,3.18228
8640,3.21245
8650,3.23027
8660,3.24875
8670,3.25809
8680,3.26761
8690,3.27156
8700,3.28015
8710,3.27506
8720,3.2646
8730,3.25413
8740,3.2528
8750,3.24853
8760,3.23264
8770,3.21768
8780,3.19111
8790,3.15754
8800,3.1467
8810,3.16386
8820,3.18336
8830,3.19266
8840,3.19542
8850,3.1951
8860,3.19356
8870,3.19548
8880,3.19357
8890,3.19519
8900,3.1984
8910,3.19653
8920,3.19475
8930,3.19374
8940,3.19901
8950,3.21702
8960,3.26336
8970,3.29059
8980,3.30518
8990,3.31652
9000,3.31865
9010,3.32542
9020,3.33361
9030,3.33211
9040,3.32191
9050,3.31428
9060,3.29343
9070,3.25697
9080,3.2482
9090,3.22577
9100,3.20213
9110,3.1898
9120,3.17322
9130,3.16669
9140,3.16542
9150,3.20077
9160,3.2143
9170,3.21002
9180,3.23398
9190,3.26245
9200,3.28835
9210,3.30136
9220,3.2963
9230,3.29235
9240,3.27986
9250,3.27318
9260,3.2657
9270,3.26727
9280,3.26476
9290,3.27307
9300,3.27408
9310,3.26981
9320,3.26559
9330,3.27124
9340,3.28243
9350,3.27757
9360,3.27986
9370,3.28684
9380,3.29119
9390,3.29756
9400,3.3052
9410,3.31757
9420,3.32668
9430,3.33486
9440,3.34521
9450,3.3623
9460,3.36314
9470,3.36777
9480,3.37169
9490,3.3642
9500,3.35124
9510,3.33989
9520,3.33144
9530,3.31179
9540,3.29102
9550,3.26558
9560,3.25624
9570,3.2508
9580,3.24377
9590,3.24465
9600,3.24123
9610,3.21538
9620,3.18967
9630,3.15439
9640,3.12093
9650,3.0792
9660,3.0315
9670,2.98609
9680,2.92386
9690,2.91496
9700,2.89599
9710,2.91116
9720,2.87993
9730,2.91447
9740,2.91796
9750,2.9476
9760,2.98024
9770,3.01119
9780,3.0309
9790,3.03193
9800,3.08365
9810,3.12615
9820,3.15969
9830,3.18867
9840,3.21119
9850,3.23585
9860,3.25092
9870,3.26399
9880,3.27394
9890,3.28364
9900,3.28868
9910,3.28542
9920,3.2891
9930,3.28618
9940,3.28548
9950,3.28263
9960,3.28807
9970,3.29125
9980,3.29916
9990,3.29747
10000,3.2952
10010,3.27861
10020,3.25328
10030,3.24372
10040,3.22059
10050,3.20882
10060,3.19202
10070,3.1922
10080,3.19667
10090,3.20656
10100,3.20473
10110,3.19917
10120,3.19711
10130,3.19304
10140,3.20909
10150,3.21781
10160,3.22092
10170,3.23059
10180,3.24178
10190,3.2471
10200,3.26762
10210,3.27387
10220,3.28114
10230,3.28804
10240,3.29093
10250,3.27243
10260,3.25511
10270,3.25415
10280,3.24452
10290,3.23589
10300,3.21324
10310,3.23955
10320,3.2155
10330,3.19762
10340,3.2169
10350,3.22193
10360,3.2098
10370,3.22751
10380,3.21635
10390,3.24986
10400,3.24958
10410,3.24793
10420,3.24348
10430,3.24152
10440,3.23974
10450,3.19829
10460,3.17304
10470,3.16323
10480,3.16149
10490,3.14963
10500,3.12909
10510,3.11126
10520,3.09544
10530,3.08533
10540,3.05753
10550,3.0265
10560,2.99862
10570,2.98878
10580,2.98193
10590,2.97235
10600,2.97211
10610,2.96091
10620,2.95924
10630,2.95154
10640,2.95149
10650,2.95305
10660,2.95038
10670,2.94867
10680,2.97128
10690,2.97933
10700,2.99939
10710,3.02463
10720,3.05423
10730,3.07362
10740,3.08869
10750,3.10207
10760,3.12662
10770,3.14197
10780,3.15971
10790,3.1578
10800,3.17167
10810,3.17998
10820,3.18329
10830,3.17647
10840,3.17633
10850,3.17426
10860,3.17758
10870,3.17782
10880,3.18702
10890,3.19167
10900,3.19367
10910,3.20072
10920,3.20204
10930,3.20887
10940,3.22102
10950,3.22959
10960,3.22411
10970,3.23212
10980,3.23147
10990,3.22121
11000,3.20549
11010,3.22119
11020,3.19867
11030,3.18611
11040,3.18275
11050,3.18859
11060,3.21642
11070,3.24486
11080,3.26032
11090,3.25904
11100,3.24079
11110,3.20298
11120,3.15869
11130,3.13209
11140,3.10469
11150,3.08379
11160,3.05984
11170,3.02751
11180,3.02143
11190,2.9965
11200,3.0107
11210,3.00873
11220,3.00124
11230,2.98926
11240,2.96518
11250,2.98454
11260,2.99618
11270,2.99031
11280,2.99821
11290,2.98807
11300,2.98779
11310,3.00602
11320,3.02392
11330,3.02096
11340,3.02851
11350,3.00821
11360,3.00828
11370,3.01554
11380,3.02142
11390,3.03042
11400,3.03886
11410,3.0456
11420,3.04603
11430,3.04245
11440,3.04611
11450,3.04694
11460,3.04635
11470,3.04273
11480,3.05651
11490,3.05244
11500,3.04771
11510,3.03823
11520,3.02495
11530,3.03306
11540,3.04688
11550,3.01652
11560,3.03704
11570,3.02912
11580,3.06065
11590,3.09136
11600,3.14371
11610,3.16621
11620,3.20548
11630,3.23469
11640,3.26804
11650,3.27512
11660,3.28377
11670,3.29238
11680,3.30276
11690,3.31319
11700,3.3245
11710,3.3299
11720,3.33307
11730,3.33095
11740,3.3336
11750,3.34232
11760,3.33703
11770,3.33506
11780,3.32834
11790,3.3206
11800,3.30546
11810,3.28258
11820,3.25396
11830,3.21481
11840,3.22171
11850,3.195
11860,3.18033
11870,3.15502
11880,3.13961
11890,3.11091
11900,3.11191
11910,3.15412
11920,3.19999
11930,3.21193
11940,3.24469
11950,3.26763
11960,3.26827
11970,3.26601
11980,3.2635
11990,3.26151
12000,3.25176
12010,3.2369
12020,3.21506
12030,3.20803
12040,3.18307
12050,3.17187
12060,3.16469
12070,3.1488
12080,3.13943
12090,3.13504
12100,3.13752
12110,3.15143
12120,3.16338
12130,3.16817
12140,3.17199
12150,3.1725
12160,3.17063
12170,3.16135
12180,3.15503
12190,3.15041
12200,3.13739
12210,3.14056
12220,3.14954
12230,3.15301
12240,3.14422
12250,3.13204
12260,3.11013
12270,3.10211
12280,3.0968
12290,3.09482
12300,3.10058
12310,3.10442
12320,3.10486
12330,3.10476
12340,3.1128
12350,3.11132
12360,3.11196
12370,3.11686
12380,3.1101
12390,3.10239
12400,3.08849
12410,3.07581
12420,3.05866
12430,3.05418
12440,3.0343
12450,3.0252
12460,3.01233
12470,3.0166
12480,3.01441
12490,3.01632
12500,3.03151
12510,3.04968
12520,3.07098
12530,3.08566
12540,3.09418
12550,3.12267
12560,3.14239
12570,3.15836
12580,3.18341
12590,3.20676
12600,3.22998
12610,3.23417
12620,3.2439
12630,3.25093
12640,3.2515
12650,3.24157
12660,3.2354
12670,3.22346
12680,3.20437
12690,3.189
12700,3.18523
12710,3.17227
12720,3.15588
12730,3.13685
12740,3.14773
12750,3.14485
12760,3.14563
12770,3.13684
12780,3.13033
12790,3.11201
12800,3.04864
12810,3.02385
12820,3.02303
12830,3.03803
12840,3.0393
12850,3.03292
12860,3.03571
12870,3.08349
12880,3.13181
12890,3.13672
12900,3.14479
12910,3.1506
12920,3.15667
12930,3.16298
12940,3.14663
12950,3.15554
12960,3.16209
12970,3.14616
12980,3.12497
12990,3.09819
13000,3.08271
13010,3.05368
13020,3.02157
13030,2.99343
13040,2.96121
13050,2.92708
13060,2.93981
13070,2.92666
13080,2.92134
13090,2.91904
13100,2.91942
13110,2.91409
13120,2.91991
13130,2.93036
13140,2.9269
13150,2.92825
13160,2.92818
13170,2.92895
13180,2.92476
13190,2.9153
13200,2.90578
13210,2.90266
13220,2.89099
13230,2.89465
13240,2.864
13250,2.89905
13260,2.86972
13270,2.83616
13280,2.80736
13290,2.78946
13300,2.78232
13310,2.77687
13320,2.79179
13330,2.78202
13340,2.78298
13350,2.79491
13360,2.78792
13370,2.79146
13380,2.80414
13390,2.81754
13400,2.83328
13410,2.84356
13420,2.86592
13430,2.88972
13440,2.90829
13450,2.93463
13460,2.95062
13470,2.96641
13480,2.98744
13490,2.99986
13500,3.00026
13510,3.00715
13520,3.00188
13530,3.00722
13540,3.00873
13550,3.0073
13560,3.00892
13570,3.04104
13580,3.06081
13590,3.08109
13600,3.08301
13610,3.07614
13620,3.06666
13630,3.04807
13640,3.04744
13650,3.04722
13660,3.06533
13670,3.053
13680,3.02249
13690,3.02834
13700,3.02149
13710,3.04073
13720,3.0446
13730,3.05119
13740,3.06388
13750,3.07438
13760,3.10258
13770,3.14735
13780,3.17839
13790,3.20693
13800,3.21953
13810,3.21628
13820,3.21472
13830,3.21947
13840,3.22013
13850,3.22516
13860,3.21527
13870,3.21842
13880,3.20753
13890,3.19624
13900,3.18704
13910,3.17978
13920,3.17395
13930,3.17119
13940,3.17041
13950,3.17277
13960,3.18982
13970,3.23817
13980,3.25364
13990,3.26709
14000,3.26861
14010,3.27412
14020,3.28155
14030,3.28325
14040,3.2892
14050,3.28434
14060,3.29176
14070,3.28208
14080,3.28506
14090,3.29076
14100,3.292
14110,3.28213
14120,3.28859
14130,3.29519
14140,3.29332
14150,3.28994
14160,3.28016
14170,3.27578
14180,3.27261
14190,3.26807
14200,3.26455
14210,3.25472
14220,3.24684
14230,3.22237
14240,3.19086
14250,3.17127
14260,3.16191
14270,3.1615
14280,3.1573
14290,3.1541
14300,3.14502
14310,3.13671
14320,3.13368
14330,3.13394
14340,3.14172
14350,3.14833
14360,3.15942
14370,3.17038
14380,3.18237
14390,3.19503
14400,3.1996
14410,3.21065
14420,3.22713
14430,3.22691
14440,3.22641
14450,3.21312
14460,3.19335
14470,3.17958
14480,3.1628
14490,3.15515
14500,3.16204
14510,3.15776
14520,3.15242
14530,3.14127
14540,3.12558
14550,3.11479
14560,3.10744
14570,3.10133
14580,3.07504
14590,3.05334
14600,3.05408
14610,3.0335
14620,3.01964
14630,3.01371
14640,3.02563
14650,3.06408
14660,3.0994
14670,3.10503
14680,3.11018
14690,3.123
14700,3.1272
14710,3.11998
14720,3.1098
14730,3.11032
14740,3.10967
14750,3.11107
14760,3.09978
14770,3.0873
14780,3.0772
14790,3.07097
14800,3.0707
14810,3.07599
14820,3.0674
14830,3.07028
14840,3.07228
14850,3.07566
14860,3.07277
14870,3.082
14880,3.08387
14890,3.07966
14900,3.08152
14910,3.07127
14920,3.05657
14930,3.05309
14940,3.04087
14950,3.04284
14960,3.02777
14970,3.00561
14980,3.00093
14990,2.99145
